Croptype,Province,Quarter,Area,Year,Production,Yield
Rainfed Palay,Guimaras,Quarter 3,6610.0,2016,19347.0,2.926928895612708
Rainfed Palay,Iloilo,Quarter 3,29720.0,2016,99217.0,3.338391655450875
Palay,Aklan,Quarter 3,5489.0,2016,18586.0,3.3860448169065402
Palay,Antique,Quarter 3,27079.0,2016,99894.0,3.6889840836072234
Palay,Capiz,Quarter 3,28930.0,2016,93623.0,3.2361908053923263
Palay,Guimaras,Quarter 3,7375.0,2016,22210.0,3.0115254237288136
Palay,Iloilo,Quarter 3,46730.0,2016,161238.0,3.450417290819602
White Corn,Aklan,Quarter 3,68.0,2016,140.0,2.0588235294117645
White Corn,Antique,Quarter 3,176.0,2016,238.0,1.3522727272727273
White Corn,Capiz,Quarter 3,135.0,2016,270.0,2.0
White Corn,Guimaras,Quarter 3,174.0,2016,291.0,1.6724137931034482
White Corn,Iloilo,Quarter 3,3890.0,2016,8826.0,2.2688946015424163
Yellow Corn,Aklan,Quarter 3,225.0,2016,526.0,2.3377777777777777
Yellow Corn,Antique,Quarter 3,211.0,2016,719.0,3.4075829383886256
Yellow Corn,Capiz,Quarter 3,5865.0,2016,26724.0,4.556521739130435
Yellow Corn,Guimaras,Quarter 3,15.0,2016,50.0,3.3333333333333335
Yellow Corn,Iloilo,Quarter 3,4200.0,2016,18772.0,4.4695238095238095
Corn,Aklan,Quarter 3,293.0,2016,666.0,2.273037542662116
Corn,Antique,Quarter 3,387.0,2016,957.0,2.4728682170542635
Corn,Capiz,Quarter 3,6000.0,2016,26994.0,4.499
Corn,Guimaras,Quarter 3,189.0,2016,341.0,1.8042328042328042
Corn,Iloilo,Quarter 3,8090.0,2016,27598.0,3.411372064276885
Irrigated Palay,Aklan,Quarter 4,5513.0,2016,21375.0,3.8771993469980046
Irrigated Palay,Antique,Quarter 4,15464.0,2016,64582.0,4.176280393171236
Irrigated Palay,Capiz,Quarter 4,7380.0,2016,29579.0,4.0079945799458
Irrigated Palay,Guimaras,Quarter 4,1455.0,2016,5211.0,3.5814432989690723
Irrigated Palay,Iloilo,Quarter 4,41720.0,2016,151431.0,3.629697986577181
Rainfed Palay,Aklan,Quarter 4,6007.0,2016,17789.0,2.9613783918761447
Rainfed Palay,Antique,Quarter 4,14398.0,2016,45795.0,3.1806500902903183
Rainfed Palay,Capiz,Quarter 4,15435.0,2016,50325.0,3.26044703595724
Rainfed Palay,Guimaras,Quarter 4,4641.0,2016,12447.0,2.6819650937297994
Rainfed Palay,Iloilo,Quarter 4,65599.0,2016,216831.0,3.305400996966417
Palay,Aklan,Quarter 4,11520.0,2016,39164.0,3.399652777777778
Palay,Antique,Quarter 4,29862.0,2016,110377.0,3.696236019020829
Palay,Capiz,Quarter 4,22815.0,2016,79904.0,3.5022572868726716
Palay,Guimaras,Quarter 4,6096.0,2016,17658.0,2.8966535433070866
Palay,Iloilo,Quarter 4,107319.0,2016,368262.0,3.4314706622312916
White Corn,Aklan,Quarter 4,102.0,2016,206.0,2.019607843137255
White Corn,Antique,Quarter 4,22.0,2016,30.0,1.3636363636363635
White Corn,Capiz,Quarter 4,85.0,2016,162.0,1.9058823529411764
White Corn,Guimaras,Quarter 4,30.0,2016,52.0,1.7333333333333334
White Corn,Iloilo,Quarter 4,605.0,2016,1626.0,2.687603305785124
Yellow Corn,Aklan,Quarter 4,260.0,2016,578.0,2.223076923076923
Yellow Corn,Antique,Quarter 4,39.0,2016,129.0,3.3076923076923075
Yellow Corn,Capiz,Quarter 4,1892.0,2016,7292.0,3.854122621564482
Yellow Corn,Guimaras,Quarter 4,90.0,2016,312.0,3.466666666666667
Yellow Corn,Iloilo,Quarter 4,6694.0,2016,33346.0,4.981475948610696
Corn,Aklan,Quarter 4,362.0,2016,784.0,2.165745856353591
Corn,Antique,Quarter 4,61.0,2016,159.0,2.6065573770491803
Corn,Capiz,Quarter 4,1977.0,2016,7454.0,3.770359129994942
Corn,Guimaras,Quarter 4,120.0,2016,364.0,3.033333333333333
Corn,Iloilo,Quarter 4,7299.0,2016,34972.0,4.791341279627346
Irrigated Palay,Aklan,Quarter 1,7670.0,2017,26077.0,3.39986962190352
Irrigated Palay,Antique,Quarter 1,13355.0,2017,49432.0,3.701385248970423
Irrigated Palay,Capiz,Quarter 1,8840.0,2017,31913.0,3.6100678733031675
Irrigated Palay,Guimaras,Quarter 1,747.0,2017,2293.0,3.069611780455154
Irrigated Palay,Iloilo,Quarter 1,45853.0,2017,156497.0,3.4130155060737573
Rainfed Palay,Aklan,Quarter 1,7679.0,2017,18868.0,2.4570907670269566
Rainfed Palay,Antique,Quarter 1,3971.0,2017,10859.0,2.7345756736338456
Rainfed Palay,Capiz,Quarter 1,25049.0,2017,79345.0,3.1675915206195855
Rainfed Palay,Guimaras,Quarter 1,3539.0,2017,8040.0,2.2718282000565133
Rainfed Palay,Iloilo,Quarter 1,57313.0,2017,168720.0,2.9438347320852163
Palay,Aklan,Quarter 1,15349.0,2017,44945.0,2.928203791777966
Palay,Antique,Quarter 1,17326.0,2017,60291.0,3.479799145792451
Palay,Capiz,Quarter 1,33889.0,2017,111258.0,3.283012186845289
Palay,Guimaras,Quarter 1,4286.0,2017,10333.0,2.410872608492767
Palay,Iloilo,Quarter 1,103166.0,2017,325217.0,3.152366089603164
White Corn,Aklan,Quarter 1,66.0,2017,122.0,1.8484848484848484
White Corn,Antique,Quarter 1,54.0,2017,79.0,1.462962962962963
White Corn,Capiz,Quarter 1,130.0,2017,280.0,2.1538461538461537
White Corn,Guimaras,Quarter 1,35.0,2017,46.0,1.3142857142857143
White Corn,Iloilo,Quarter 1,1266.0,2017,3045.0,2.40521327014218
Yellow Corn,Aklan,Quarter 1,107.0,2017,334.0,3.121495327102804
Yellow Corn,Antique,Quarter 1,338.0,2017,1904.0,5.633136094674557
Yellow Corn,Capiz,Quarter 1,5180.0,2017,21547.0,4.15965250965251
Yellow Corn,Guimaras,Quarter 1,75.0,2017,208.0,2.7733333333333334
Yellow Corn,Iloilo,Quarter 1,8030.0,2017,35682.0,4.443586550435866
Corn,Aklan,Quarter 1,173.0,2017,456.0,2.6358381502890174
Corn,Antique,Quarter 1,392.0,2017,1983.0,5.058673469387755
Corn,Capiz,Quarter 1,5310.0,2017,21827.0,4.110546139359698
Corn,Guimaras,Quarter 1,110.0,2017,254.0,2.309090909090909
Corn,Iloilo,Quarter 1,9296.0,2017,38727.0,4.165985370051635
Irrigated Palay,Aklan,Quarter 2,2563.0,2017,8457.0,3.2996488490050724
Irrigated Palay,Antique,Quarter 2,4080.0,2017,13602.0,3.333823529411765
Irrigated Palay,Capiz,Quarter 2,6860.0,2017,21775.0,3.174198250728863
Irrigated Palay,Guimaras,Quarter 2,130.0,2017,305.0,2.3461538461538463
Irrigated Palay,Iloilo,Quarter 2,3730.0,2017,12592.0,3.3758713136729224
Rainfed Palay,Aklan,Quarter 2,1429.0,2017,3102.0,2.17074877536739
Rainfed Palay,Antique,Quarter 2,375.0,2017,908.0,2.421333333333333
Rainfed Palay,Capiz,Quarter 2,4715.0,2017,13885.0,2.9448568398727466
Rainfed Palay,Guimaras,Quarter 2,200.0,2017,250.0,1.25
Rainfed Palay,Iloilo,Quarter 2,2536.0,2017,7641.72,3.0132965299684544
Palay,Aklan,Quarter 2,3992.0,2017,11559.0,2.895541082164329
Palay,Antique,Quarter 2,4455.0,2017,14510.0,3.2570145903479237
Palay,Capiz,Quarter 2,11575.0,2017,35660.0,3.080777537796976
Palay,Guimaras,Quarter 2,330.0,2017,555.0,1.6818181818181819
Palay,Iloilo,Quarter 2,6266.0,2017,20233.72,3.2291286307053944
White Corn,Aklan,Quarter 2,105.0,2017,157.0,1.4952380952380953
White Corn,Antique,Quarter 2,121.0,2017,171.0,1.4132231404958677
White Corn,Capiz,Quarter 2,70.0,2017,140.0,2.0
White Corn,Guimaras,Quarter 2,12.0,2017,11.0,0.9166666666666666
White Corn,Iloilo,Quarter 2,1330.0,2017,3095.0,2.327067669172932
Yellow Corn,Aklan,Quarter 2,337.0,2017,569.0,1.688427299703264
Yellow Corn,Antique,Quarter 2,742.0,2017,2955.0,3.9824797843665767
Yellow Corn,Capiz,Quarter 2,1175.0,2017,4965.0,4.225531914893617
Yellow Corn,Guimaras,Quarter 2,18.0,2017,24.0,1.3333333333333333
Yellow Corn,Iloilo,Quarter 2,1920.0,2017,5871.0,3.0578125
Corn,Aklan,Quarter 2,442.0,2017,726.0,1.6425339366515836
Corn,Antique,Quarter 2,863.0,2017,3126.0,3.622247972190035
Corn,Capiz,Quarter 2,1245.0,2017,5105.0,4.100401606425703
Corn,Guimaras,Quarter 2,30.0,2017,35.0,1.1666666666666667
Corn,Iloilo,Quarter 2,3250.0,2017,8966.0,2.758769230769231
Irrigated Palay,Aklan,Quarter 3,3804.0,2017,14621.0,3.8435856992639326
Irrigated Palay,Antique,Quarter 3,12929.0,2017,55597.0,4.300177894655426
Irrigated Palay,Capiz,Quarter 3,8847.0,2017,35581.0,4.021815304623036
Irrigated Palay,Guimaras,Quarter 3,810.0,2017,2842.0,3.508641975308642
Irrigated Palay,Iloilo,Quarter 3,35690.0,2017,131221.0,3.6766881479405997
Rainfed Palay,Aklan,Quarter 3,4611.0,2017,14165.0,3.072001734981566
Rainfed Palay,Antique,Quarter 3,15501.0,2017,50565.0,3.262047609831624
Rainfed Palay,Capiz,Quarter 3,23668.0,2017,78534.0,3.318151090079432
Rainfed Palay,Guimaras,Quarter 3,6758.0,2017,19001.0,2.8116306599585674
Rainfed Palay,Iloilo,Quarter 3,51424.0,2017,173224.0,3.3685438705662727
Palay,Aklan,Quarter 3,8415.0,2017,28786.0,3.4207961972667853
Palay,Antique,Quarter 3,28430.0,2017,106162.0,3.7341540626099192
Palay,Capiz,Quarter 3,32515.0,2017,114115.0,3.5096109487928646
Palay,Guimaras,Quarter 3,7568.0,2017,21843.0,2.8862315010570825
Palay,Iloilo,Quarter 3,87114.0,2017,304445.0,3.494788438138531
White Corn,Aklan,Quarter 3,52.0,2017,119.0,2.2884615384615383
White Corn,Antique,Quarter 3,172.0,2017,236.0,1.372093023255814
White Corn,Capiz,Quarter 3,150.0,2017,315.0,2.1
White Corn,Guimaras,Quarter 3,270.0,2017,563.0,2.085185185185185
White Corn,Iloilo,Quarter 3,2830.0,2017,6227.0,2.200353356890459
Yellow Corn,Aklan,Quarter 3,327.0,2017,888.0,2.7155963302752295
Yellow Corn,Antique,Quarter 3,210.0,2017,744.0,3.5428571428571427
Yellow Corn,Capiz,Quarter 3,5550.0,2017,23811.0,4.290270270270271
Yellow Corn,Guimaras,Quarter 3,27.0,2017,94.0,3.4814814814814814
Yellow Corn,Iloilo,Quarter 3,5439.0,2017,22450.0,4.127596984739842
Corn,Aklan,Quarter 3,379.0,2017,1007.0,2.6569920844327175
Corn,Antique,Quarter 3,382.0,2017,980.0,2.5654450261780104
Corn,Capiz,Quarter 3,5700.0,2017,24126.0,4.232631578947369
Corn,Guimaras,Quarter 3,297.0,2017,657.0,2.212121212121212
Corn,Iloilo,Quarter 3,8269.0,2017,28677.0,3.4680130608296045
Irrigated Palay,Aklan,Quarter 4,6043.0,2017,22436.0,3.7127254674830383
Irrigated Palay,Antique,Quarter 4,15155.0,2017,63584.0,4.19557901682613
Irrigated Palay,Capiz,Quarter 4,6470.0,2017,24735.0,3.8230293663060277
Irrigated Palay,Guimaras,Quarter 4,1820.0,2017,6569.0,3.6093406593406594
Irrigated Palay,Iloilo,Quarter 4,28990.0,2017,96698.0,3.3355639875819247
Rainfed Palay,Aklan,Quarter 4,5033.0,2017,14071.0,2.795748062785615
Rainfed Palay,Antique,Quarter 4,14939.0,2017,48551.0,3.249949795836401
Rainfed Palay,Capiz,Quarter 4,20007.0,2017,62709.0,3.1343529764582394
Rainfed Palay,Guimaras,Quarter 4,5860.0,2017,16022.0,2.7341296928327643
Rainfed Palay,Iloilo,Quarter 4,61014.0,2017,190675.0,3.125102435506605
Palay,Aklan,Quarter 4,11076.0,2017,36507.0,3.2960455037919827
Palay,Antique,Quarter 4,30094.0,2017,112135.0,3.726158038147139
Palay,Capiz,Quarter 4,26477.0,2017,87444.0,3.302640027193413
Palay,Guimaras,Quarter 4,7680.0,2017,22591.0,2.941536458333333
Palay,Iloilo,Quarter 4,90004.0,2017,287373.0,3.192891427047687
White Corn,Aklan,Quarter 4,72.0,2017,128.0,1.7777777777777777
White Corn,Antique,Quarter 4,17.0,2017,23.0,1.3529411764705883
White Corn,Capiz,Quarter 4,95.0,2017,188.0,1.9789473684210526
White Corn,Guimaras,Quarter 4,55.0,2017,75.0,1.3636363636363635
White Corn,Iloilo,Quarter 4,473.0,2017,1094.0,2.3128964059196617
Yellow Corn,Aklan,Quarter 4,280.0,2017,687.0,2.4535714285714287
Yellow Corn,Antique,Quarter 4,32.0,2017,107.0,3.34375
Yellow Corn,Capiz,Quarter 4,1215.0,2017,5053.0,4.158847736625514
Yellow Corn,Guimaras,Quarter 4,32.0,2017,90.0,2.8125
Yellow Corn,Iloilo,Quarter 4,2520.0,2017,10447.0,4.145634920634921
Corn,Aklan,Quarter 4,352.0,2017,815.0,2.315340909090909
Corn,Antique,Quarter 4,49.0,2017,130.0,2.6530612244897958
Corn,Capiz,Quarter 4,1310.0,2017,5241.0,4.0007633587786255
Corn,Guimaras,Quarter 4,87.0,2017,165.0,1.896551724137931
Corn,Iloilo,Quarter 4,2993.0,2017,11541.0,3.8559973270965586
Irrigated Palay,Aklan,Quarter 1,7792.0,2018,26645.0,3.4195328542094456
Irrigated Palay,Antique,Quarter 1,13646.0,2018,50257.0,3.6829107430748937
Irrigated Palay,Capiz,Quarter 1,8842.0,2018,22924.0,2.592626102691699
Irrigated Palay,Guimaras,Quarter 1,921.0,2018,2534.0,2.751357220412595
Irrigated Palay,Iloilo,Quarter 1,43802.0,2018,142934.0,3.263184329482672
Rainfed Palay,Aklan,Quarter 1,7902.0,2018,18757.0,2.373702860035434
Rainfed Palay,Antique,Quarter 1,4547.0,2018,12126.0,2.6668132834836156
Rainfed Palay,Capiz,Quarter 1,27058.0,2018,67248.0,2.485327814324784
Rainfed Palay,Guimaras,Quarter 1,2555.0,2018,5300.0,2.0743639921722115
Rainfed Palay,Iloilo,Quarter 1,61595.0,2018,171541.0,2.7849825472846823
Palay,Aklan,Quarter 1,15694.0,2018,45402.0,2.892952720785013
Palay,Antique,Quarter 1,18193.0,2018,62383.0,3.4289561919419556
Palay,Capiz,Quarter 1,35900.0,2018,90172.0,2.511754874651811
Palay,Guimaras,Quarter 1,3476.0,2018,7834.0,2.253739930955121
Palay,Iloilo,Quarter 1,105397.0,2018,314475.0,2.9837187016708255
White Corn,Aklan,Quarter 1,71.0,2018,108.0,1.5211267605633803
White Corn,Antique,Quarter 1,72.0,2018,154.0,2.138888888888889
White Corn,Capiz,Quarter 1,145.0,2018,294.0,2.027586206896552
White Corn,Guimaras,Quarter 1,40.0,2018,34.0,0.85
White Corn,Iloilo,Quarter 1,860.0,2018,1964.0,2.2837209302325583
Yellow Corn,Aklan,Quarter 1,124.0,2018,309.0,2.4919354838709675
Yellow Corn,Antique,Quarter 1,415.0,2018,2282.0,5.498795180722891
Yellow Corn,Capiz,Quarter 1,5235.0,2018,21634.0,4.132569245463229
Yellow Corn,Guimaras,Quarter 1,5.0,2018,8.0,1.6
Yellow Corn,Iloilo,Quarter 1,6330.0,2018,28531.0,4.507266982622433
Corn,Aklan,Quarter 1,195.0,2018,417.0,2.1384615384615384
Corn,Antique,Quarter 1,487.0,2018,2436.0,5.002053388090349
Corn,Capiz,Quarter 1,5380.0,2018,21928.0,4.075836431226766
Corn,Guimaras,Quarter 1,45.0,2018,42.0,0.9333333333333333
Corn,Iloilo,Quarter 1,7190.0,2018,30495.0,4.241307371349096
Irrigated Palay,Aklan,Quarter 2,2284.0,2018,7037.0,3.080998248686515
Irrigated Palay,Antique,Quarter 2,4826.0,2018,17229.0,3.570037297969333
Irrigated Palay,Capiz,Quarter 2,7675.0,2018,25142.0,3.275830618892508
Irrigated Palay,Guimaras,Quarter 2,70.0,2018,128.0,1.8285714285714285
Irrigated Palay,Iloilo,Quarter 2,3820.0,2018,13276.0,3.475392670157068
Rainfed Palay,Aklan,Quarter 2,1256.0,2018,2690.0,2.1417197452229297
Rainfed Palay,Antique,Quarter 2,390.0,2018,1076.0,2.758974358974359
Rainfed Palay,Capiz,Quarter 2,9110.0,2018,28461.0,3.1241492864983536
Rainfed Palay,Guimaras,Quarter 2,65.0,2018,67.0,1.0307692307692307
Rainfed Palay,Iloilo,Quarter 2,2585.0,2018,8072.0,3.122630560928433
Palay,Aklan,Quarter 2,3540.0,2018,9727.0,2.74774011299435
Palay,Antique,Quarter 2,5216.0,2018,18305.0,3.509394171779141
Palay,Capiz,Quarter 2,16785.0,2018,53603.0,3.193506106642836
Palay,Guimaras,Quarter 2,135.0,2018,195.0,1.4444444444444444
Palay,Iloilo,Quarter 2,6405.0,2018,21348.0,3.333021077283372
White Corn,Aklan,Quarter 2,123.0,2018,239.0,1.943089430894309
White Corn,Antique,Quarter 2,113.0,2018,267.0,2.3628318584070795
White Corn,Capiz,Quarter 2,71.0,2018,148.0,2.084507042253521
White Corn,Guimaras,Quarter 2,17.0,2018,13.0,0.7647058823529411
White Corn,Iloilo,Quarter 2,903.0,2018,2142.0,2.372093023255814
Yellow Corn,Aklan,Quarter 2,362.0,2018,1094.0,3.022099447513812
Yellow Corn,Antique,Quarter 2,772.0,2018,4565.0,5.91321243523316
Yellow Corn,Capiz,Quarter 2,1896.0,2018,8317.0,4.386603375527426
Yellow Corn,Guimaras,Quarter 2,20.0,2018,27.0,1.35
Yellow Corn,Iloilo,Quarter 2,985.0,2018,3116.0,3.163451776649746
Corn,Aklan,Quarter 2,485.0,2018,1333.0,2.7484536082474227
Corn,Antique,Quarter 2,885.0,2018,4832.0,5.459887005649717
Corn,Capiz,Quarter 2,1967.0,2018,8465.0,4.3035078800203355
Corn,Guimaras,Quarter 2,37.0,2018,40.0,1.0810810810810811
Corn,Iloilo,Quarter 2,1888.0,2018,5258.0,2.784957627118644
Irrigated Palay,Aklan,Quarter 3,4587.0,2018,15315.0,3.3387835186396337
Irrigated Palay,Antique,Quarter 3,13726.0,2018,55008.0,4.007576861430861
Irrigated Palay,Capiz,Quarter 3,7993.0,2018,32029.0,4.007131239834855
Irrigated Palay,Guimaras,Quarter 3,1053.0,2018,3930.0,3.7321937321937324
Irrigated Palay,Iloilo,Quarter 3,36615.0,2018,135362.0,3.696900177522873
Rainfed Palay,Aklan,Quarter 3,5225.0,2018,14046.0,2.6882296650717703
Rainfed Palay,Antique,Quarter 3,15399.0,2018,50328.0,3.2682641729982467
Rainfed Palay,Capiz,Quarter 3,17542.0,2018,54992.0,3.13487629688747
Rainfed Palay,Guimaras,Quarter 3,6356.0,2018,18583.0,2.923694147262429
Rainfed Palay,Iloilo,Quarter 3,54835.0,2018,185677.95,3.3861210905443606
Palay,Aklan,Quarter 3,9812.0,2018,29361.0,2.99235629841011
Palay,Antique,Quarter 3,29125.0,2018,105336.0,3.61668669527897
Palay,Capiz,Quarter 3,25535.0,2018,87021.0,3.407910710789113
Palay,Guimaras,Quarter 3,7409.0,2018,22513.0,3.0386017006343637
Palay,Iloilo,Quarter 3,91450.0,2018,321039.95,3.5105516675779116
White Corn,Aklan,Quarter 3,76.0,2018,198.0,2.6052631578947367
White Corn,Antique,Quarter 3,184.0,2018,243.8,1.325
White Corn,Capiz,Quarter 3,155.0,2018,330.0,2.129032258064516
White Corn,Guimaras,Quarter 3,265.0,2018,681.0,2.569811320754717
White Corn,Iloilo,Quarter 3,2748.0,2018,6350.5,2.310953420669578
Yellow Corn,Aklan,Quarter 3,235.0,2018,726.0,3.0893617021276594
Yellow Corn,Antique,Quarter 3,224.0,2018,1036.0,4.625
Yellow Corn,Capiz,Quarter 3,6060.0,2018,29039.0,4.791914191419142
Yellow Corn,Guimaras,Quarter 3,300.0,2018,1199.0,3.9966666666666666
Yellow Corn,Iloilo,Quarter 3,6063.0,2018,28430.82,4.689233052944087
Corn,Aklan,Quarter 3,311.0,2018,924.0,2.9710610932475885
Corn,Antique,Quarter 3,408.0,2018,1279.8,3.136764705882353
Corn,Capiz,Quarter 3,6215.0,2018,29369.0,4.725502815768302
Corn,Guimaras,Quarter 3,565.0,2018,1880.0,3.327433628318584
Corn,Iloilo,Quarter 3,8811.0,2018,34781.32,3.9474883668142096
Irrigated Palay,Aklan,Quarter 4,3946.0,2018,13208.3,3.3472630511910793
Irrigated Palay,Antique,Quarter 4,15659.0,2018,69119.0,4.414011111820678
Irrigated Palay,Capiz,Quarter 4,7423.0,2018,28168.0,3.7946921729758856
Irrigated Palay,Guimaras,Quarter 4,1273.0,2018,4715.0,3.7038491751767477
Irrigated Palay,Iloilo,Quarter 4,28573.0,2018,94402.0,3.303888286144262
Rainfed Palay,Aklan,Quarter 4,3446.0,2018,8909.5,2.585461404526988
Rainfed Palay,Antique,Quarter 4,15078.0,2018,52315.0,3.4696246186496884
Rainfed Palay,Capiz,Quarter 4,29005.0,2018,88165.0,3.039648336493708
Rainfed Palay,Guimaras,Quarter 4,3900.0,2018,10471.0,2.684871794871795
Rainfed Palay,Iloilo,Quarter 4,60286.0,2018,188067.0,3.1195800019905118
Palay,Aklan,Quarter 4,7392.0,2018,22117.8,2.9921266233766235
Palay,Antique,Quarter 4,30737.0,2018,121434.0,3.950743403715392
Palay,Capiz,Quarter 4,36428.0,2018,116333.0,3.1935049961568023
Palay,Guimaras,Quarter 4,5173.0,2018,15186.0,2.9356272955731684
Palay,Iloilo,Quarter 4,88859.0,2018,282469.0,3.1788451366772077
White Corn,Aklan,Quarter 4,75.0,2018,135.0,1.8
White Corn,Antique,Quarter 4,26.0,2018,60.0,2.3076923076923075
White Corn,Capiz,Quarter 4,100.0,2018,203.0,2.03
White Corn,Guimaras,Quarter 4,19.0,2018,24.0,1.263157894736842
White Corn,Iloilo,Quarter 4,388.0,2018,918.29,2.366726804123711
Yellow Corn,Aklan,Quarter 4,301.0,2018,817.3,2.715282392026578
Yellow Corn,Antique,Quarter 4,45.0,2018,213.0,4.733333333333333
Yellow Corn,Capiz,Quarter 4,1230.0,2018,5725.0,4.654471544715447
Yellow Corn,Guimaras,Quarter 4,160.0,2018,475.0,2.96875
Yellow Corn,Iloilo,Quarter 4,1391.0,2018,5888.1,4.232997843278217
Corn,Aklan,Quarter 4,376.0,2018,952.3,2.532712765957447
Corn,Antique,Quarter 4,71.0,2018,273.0,3.8450704225352115
Corn,Capiz,Quarter 4,1330.0,2018,5928.0,4.457142857142857
Corn,Guimaras,Quarter 4,179.0,2018,499.0,2.787709497206704
Corn,Iloilo,Quarter 4,1779.0,2018,6806.39,3.8259640247329965
Irrigated Palay,Aklan,Quarter 1,6773.0,2019,20353.0,3.005019932083272
Irrigated Palay,Antique,Quarter 1,14589.0,2019,52421.0,3.5931866474741243
Irrigated Palay,Capiz,Quarter 1,8835.0,2019,27769.0,3.1430673457838143
Irrigated Palay,Guimaras,Quarter 1,1239.0,2019,3531.0,2.8498789346246975
Irrigated Palay,Iloilo,Quarter 1,41437.0,2019,130071.0,3.1390062021864518
Rainfed Palay,Aklan,Quarter 1,8001.0,2019,18889.0,2.3608298962629672
Rainfed Palay,Antique,Quarter 1,4592.0,2019,14162.0,3.0840592334494774
Rainfed Palay,Capiz,Quarter 1,26697.0,2019,78336.0,2.934262276660299
Rainfed Palay,Guimaras,Quarter 1,3435.0,2019,7162.0,2.0850072780203783
Rainfed Palay,Iloilo,Quarter 1,57791.0,2019,152711.6,2.6424806630790263
Palay,Aklan,Quarter 1,14774.0,2019,39242.0,2.656152700690402
Palay,Antique,Quarter 1,19181.0,2019,66583.0,3.4712997236848966
Palay,Capiz,Quarter 1,35532.0,2019,106105.0,2.9861814702240235
Palay,Guimaras,Quarter 1,4674.0,2019,10693.0,2.2877620881471974
Palay,Iloilo,Quarter 1,99228.0,2019,282782.6,2.849826661829322
White Corn,Aklan,Quarter 1,73.0,2019,144.3,1.9767123287671235
White Corn,Antique,Quarter 1,85.0,2019,232.0,2.7294117647058824
White Corn,Capiz,Quarter 1,158.0,2019,331.0,2.0949367088607596
White Corn,Guimaras,Quarter 1,27.0,2019,28.0,1.037037037037037
White Corn,Iloilo,Quarter 1,876.0,2019,1903.0,2.172374429223744
Yellow Corn,Aklan,Quarter 1,126.0,2019,327.4,2.598412698412698
Yellow Corn,Antique,Quarter 1,531.0,2019,2836.0,5.340866290018832
Yellow Corn,Capiz,Quarter 1,5250.0,2019,22285.0,4.244761904761905
Yellow Corn,Guimaras,Quarter 1,10.0,2019,17.5,1.75
Yellow Corn,Iloilo,Quarter 1,6917.0,2019,29130.0,4.2113633077923955
Corn,Aklan,Quarter 1,199.0,2019,471.7,2.3703517587939698
Corn,Antique,Quarter 1,616.0,2019,3068.0,4.98051948051948
Corn,Capiz,Quarter 1,5408.0,2019,22616.0,4.181952662721893
Corn,Guimaras,Quarter 1,37.0,2019,45.5,1.2297297297297298
Corn,Iloilo,Quarter 1,7793.0,2019,31033.0,3.982163480046195
Irrigated Palay,Aklan,Quarter 2,1495.0,2019,3852.0,2.5765886287625417
Irrigated Palay,Antique,Quarter 2,3901.0,2019,12872.0,3.299666752114842
Irrigated Palay,Capiz,Quarter 2,4390.0,2019,11932.0,2.717995444191344
Irrigated Palay,Guimaras,Quarter 2,110.0,2019,138.0,1.2545454545454546
Irrigated Palay,Iloilo,Quarter 2,3004.0,2019,10094.0,3.360186418109188
Rainfed Palay,Aklan,Quarter 2,1110.0,2019,2043.0,1.8405405405405406
Rainfed Palay,Antique,Quarter 2,384.0,2019,970.0,2.5260416666666665
Rainfed Palay,Capiz,Quarter 2,2992.0,2019,7250.0,2.4231283422459895
Rainfed Palay,Guimaras,Quarter 2,35.0,2019,27.0,0.7714285714285715
Rainfed Palay,Iloilo,Quarter 2,1845.0,2019,5499.93,2.9809918699186992
Palay,Aklan,Quarter 2,2605.0,2019,5895.0,2.2629558541266794
Palay,Antique,Quarter 2,4285.0,2019,13842.0,3.230338389731622
Palay,Capiz,Quarter 2,7382.0,2019,19182.0,2.5984827959902463
Palay,Guimaras,Quarter 2,145.0,2019,165.0,1.1379310344827587
Palay,Iloilo,Quarter 2,4849.0,2019,15593.93,3.2159063724479275
White Corn,Aklan,Quarter 2,124.0,2019,227.0,1.8306451612903225
White Corn,Antique,Quarter 2,112.0,2019,241.0,2.1517857142857144
White Corn,Capiz,Quarter 2,68.0,2019,130.0,1.911764705882353
White Corn,Guimaras,Quarter 2,6.0,2019,3.0,0.5
White Corn,Iloilo,Quarter 2,646.0,2019,1484.03,2.2972600619195047
Yellow Corn,Aklan,Quarter 2,363.0,2019,1059.0,2.9173553719008263
Yellow Corn,Antique,Quarter 2,785.0,2019,4187.0,5.33375796178344
Yellow Corn,Capiz,Quarter 2,2345.0,2019,9584.0,4.086993603411514
Yellow Corn,Guimaras,Quarter 2,4.0,2019,4.0,1.0
Yellow Corn,Iloilo,Quarter 2,738.0,2019,2290.51,3.1036720867208674
Corn,Aklan,Quarter 2,487.0,2019,1286.0,2.640657084188912
Corn,Antique,Quarter 2,897.0,2019,4428.0,4.936454849498328
Corn,Capiz,Quarter 2,2413.0,2019,9714.0,4.025694156651471
Corn,Guimaras,Quarter 2,10.0,2019,7.0,0.7
Corn,Iloilo,Quarter 2,1384.0,2019,3774.54,2.7272687861271674
Irrigated Palay,Aklan,Quarter 3,1486.0,2019,5379.78,3.620309555854643
Irrigated Palay,Antique,Quarter 3,11007.0,2019,44421.0,4.0357045516489505
Irrigated Palay,Capiz,Quarter 3,5256.0,2019,19700.0,3.7480974124809743
Irrigated Palay,Guimaras,Quarter 3,408.0,2019,1489.0,3.6495098039215685
