,Croptype,Province,Quarter,Year,Area,Production
2290,Palay,Aklan,1,2006,18602.0,56406.0
2291,Palay,Antique,1,2006,18972.0,59106.0
2292,Palay,Capiz,1,2006,34882.0,97025.0
2293,Palay,Guimaras,1,2006,3305.0,8754.0
2294,Palay,Iloilo,1,2006,80280.0,256025.0
2295,White Corn,Aklan,1,2006,14.0,8.0
2296,White Corn,Antique,1,2006,90.0,105.0
2297,White Corn,Capiz,1,2006,150.0,112.0
2298,White Corn,Guimaras,1,2006,70.0,76.0
2299,White Corn,Iloilo,1,2006,3105.0,4782.0
2300,Yellow Corn,Aklan,1,2006,4.0,2.0
2301,Yellow Corn,Antique,1,2006,250.0,890.0
2302,Yellow Corn,Capiz,1,2006,8940.0,17433.0
2303,Yellow Corn,Guimaras,1,2006,80.0,108.0
2304,Yellow Corn,Iloilo,1,2006,8520.0,34080.0
2305,Corn,Aklan,1,2006,18.0,10.0
2306,Corn,Antique,1,2006,340.0,995.0
2307,Corn,Capiz,1,2006,9090.0,17545.0
2308,Corn,Guimaras,1,2006,150.0,184.0
2309,Corn,Iloilo,1,2006,11625.0,38862.0
2310,Irrigated Palay,Aklan,2,2006,1112.0,4337.0
2311,Irrigated Palay,Antique,2,2006,5424.0,19472.0
2312,Irrigated Palay,Capiz,2,2006,6846.0,22250.0
2313,Irrigated Palay,Guimaras,2,2006,70.0,158.0
2314,Irrigated Palay,Iloilo,2,2006,10976.0,31611.0
2315,Rainfed Palay,Aklan,2,2006,920.0,2134.0
2316,Rainfed Palay,Antique,2,2006,2581.0,6370.0
2317,Rainfed Palay,Capiz,2,2006,8265.0,16861.0
2318,Rainfed Palay,Guimaras,2,2006,2581.0,6370.0
2319,Rainfed Palay,Iloilo,2,2006,70.0,140.0
2320,Palay,Aklan,2,2006,2032.0,6471.0
2321,Palay,Antique,2,2006,5424.0,19472.0
2322,Palay,Capiz,2,2006,15111.0,39111.0
2323,Palay,Guimaras,2,2006,70.0,158.0
2324,Palay,Iloilo,2,2006,11046.0,31751.0
2325,White Corn,Aklan,2,2006,14.0,11.0
2326,White Corn,Antique,2,2006,370.0,488.0
2327,White Corn,Capiz,2,2006,75.0,60.0
2328,White Corn,Guimaras,2,2006,23.0,24.0
2329,White Corn,Iloilo,2,2006,2209.0,4418.0
2330,Yellow Corn,Aklan,2,2006,200.0,170.0
2331,Yellow Corn,Antique,2,2006,1750.0,6108.0
2332,Yellow Corn,Capiz,2,2006,2510.0,5196.0
2333,Yellow Corn,Guimaras,2,2006,22.0,29.0
2334,Yellow Corn,Iloilo,2,2006,4312.0,15092.0
2335,Corn,Aklan,2,2006,214.0,181.0
2336,Corn,Antique,2,2006,2120.0,6596.0
2337,Corn,Capiz,2,2006,2585.0,5256.0
2338,Corn,Guimaras,2,2006,45.0,53.0
2339,Corn,Iloilo,2,2006,6521.0,19510.0
2340,Irrigated Palay,Aklan,3,2006,8252.0,32678.0
2341,Irrigated Palay,Antique,3,2006,14181.0,51760.0
2342,Irrigated Palay,Capiz,3,2006,8247.0,29277.0
2343,Irrigated Palay,Guimaras,3,2006,1350.0,4779.0
2344,Irrigated Palay,Iloilo,3,2006,46445.0,183458.0
2345,Rainfed Palay,Aklan,3,2006,8290.0,23046.0
2346,Rainfed Palay,Antique,3,2006,11593.0,27591.0
2347,Rainfed Palay,Capiz,3,2006,31483.0,87838.0
2348,Rainfed Palay,Guimaras,3,2006,7386.0,19573.0
2349,Rainfed Palay,Iloilo,3,2006,38628.0,119361.0
2350,Palay,Aklan,3,2006,16542.0,55724.0
2351,Palay,Antique,3,2006,25774.0,79351.0
2352,Palay,Capiz,3,2006,39730.0,117115.0
2353,Palay,Guimaras,3,2006,8736.0,24352.0
2354,Palay,Iloilo,3,2006,85073.0,302819.0
2355,White Corn,Aklan,3,2006,53.0,40.0
2356,White Corn,Antique,3,2006,60.0,72.0
2357,White Corn,Capiz,3,2006,105.0,91.0
2358,White Corn,Guimaras,3,2006,435.0,544.0
2359,White Corn,Iloilo,3,2006,4757.0,10037.0
2360,Yellow Corn,Aklan,3,2006,265.0,223.0
2361,Yellow Corn,Antique,3,2006,115.0,312.0
2362,Yellow Corn,Capiz,3,2006,9000.0,17640.0
2363,Yellow Corn,Guimaras,3,2006,188.0,286.0
2364,Yellow Corn,Iloilo,3,2006,18306.0,70295.0
2365,Corn,Aklan,3,2006,318.0,263.0
2366,Corn,Antique,3,2006,175.0,384.0
2367,Corn,Capiz,3,2006,9105.0,17731.0
2368,Corn,Guimaras,3,2006,623.0,830.0
2369,Corn,Iloilo,3,2006,23063.0,80332.0
2370,Irrigated Palay,Aklan,4,2006,2612.0,11493.0
2371,Irrigated Palay,Antique,4,2006,11114.0,40233.0
2372,Irrigated Palay,Capiz,4,2006,6572.0,22805.0
2373,Irrigated Palay,Guimaras,4,2006,990.0,3465.0
2374,Irrigated Palay,Iloilo,4,2006,36577.0,144479.0
2375,Rainfed Palay,Aklan,4,2006,2188.0,6061.0
2376,Rainfed Palay,Antique,4,2006,13220.0,31992.0
2377,Rainfed Palay,Capiz,4,2006,10579.0,27823.0
2378,Rainfed Palay,Guimaras,4,2006,5493.0,11755.0
2379,Rainfed Palay,Iloilo,4,2006,44286.0,119572.0
2380,Palay,Aklan,4,2006,4800.0,17554.0
2381,Palay,Antique,4,2006,24334.0,72225.0
2382,Palay,Capiz,4,2006,17151.0,50628.0
2383,Palay,Guimaras,4,2006,6483.0,15220.0
2384,Palay,Iloilo,4,2006,80863.0,264051.0
2385,White Corn,Aklan,4,2006,38.0,24.0
2386,White Corn,Antique,4,2006,15.0,16.0
2387,White Corn,Capiz,4,2006,10.0,7.0
2388,White Corn,Guimaras,4,2006,15.0,16.0
2389,White Corn,Iloilo,4,2006,813.0,1829.0
2390,Yellow Corn,Aklan,4,2006,142.0,88.0
2391,Yellow Corn,Antique,4,2006,95.0,233.0
2392,Yellow Corn,Capiz,4,2006,1010.0,1515.0
2393,Yellow Corn,Guimaras,4,2006,50.0,75.0
2394,Yellow Corn,Iloilo,4,2006,480.0,1824.0
2395,Corn,Aklan,4,2006,180.0,112.0
2396,Corn,Antique,4,2006,110.0,249.0
2397,Corn,Capiz,4,2006,1020.0,1522.0
2398,Corn,Guimaras,4,2006,65.0,91.0
2399,Corn,Iloilo,4,2006,1293.0,3653.0
2400,Irrigated Palay,Aklan,1,2007,9492.0,33599.0
2401,Irrigated Palay,Antique,1,2007,14248.0,49726.0
2402,Irrigated Palay,Capiz,1,2007,7036.0,25045.0
2403,Irrigated Palay,Guimaras,1,2007,900.0,2727.0
2404,Irrigated Palay,Iloilo,1,2007,34635.0,114296.0
2405,Rainfed Palay,Aklan,1,2007,9196.0,21611.0
2406,Rainfed Palay,Antique,1,2007,3788.0,8611.0
2407,Rainfed Palay,Capiz,1,2007,27930.0,69266.0
2408,Rainfed Palay,Guimaras,1,2007,2876.0,3451.0
2409,Rainfed Palay,Iloilo,1,2007,29196.0,76499.0
2410,Palay,Aklan,1,2007,18688.0,55210.0
2411,Palay,Antique,1,2007,18036.0,58337.0
2412,Palay,Capiz,1,2007,34966.0,94311.0
2413,Palay,Guimaras,1,2007,3776.0,6178.0
2414,Palay,Iloilo,1,2007,63831.0,190795.0
2415,White Corn,Aklan,1,2007,7.0,3.0
2416,White Corn,Antique,1,2007,96.0,127.0
2417,White Corn,Capiz,1,2007,200.0,140.0
2418,White Corn,Guimaras,1,2007,68.0,59.0
2419,White Corn,Iloilo,1,2007,1798.0,4675.0
2420,Yellow Corn,Aklan,1,2007,32.0,21.0
2421,Yellow Corn,Antique,1,2007,255.0,982.0
2422,Yellow Corn,Capiz,1,2007,10400.0,20384.0
2423,Yellow Corn,Guimaras,1,2007,135.0,250.0
2424,Yellow Corn,Iloilo,1,2007,7342.0,30176.0
2425,Corn,Aklan,1,2007,39.0,24.0
2426,Corn,Antique,1,2007,351.0,1109.0
2427,Corn,Capiz,1,2007,10600.0,20524.0
2428,Corn,Guimaras,1,2007,203.0,309.0
2429,Corn,Iloilo,1,2007,9140.0,34851.0
2430,Irrigated Palay,Aklan,2,2007,950.0,3069.0
2431,Irrigated Palay,Antique,2,2007,5070.0,18455.0
2432,Irrigated Palay,Capiz,2,2007,6858.0,24881.0
2433,Irrigated Palay,Guimaras,2,2007,60.0,150.0
2434,Irrigated Palay,Iloilo,2,2007,11456.0,31619.0
2435,Rainfed Palay,Aklan,2,2007,400.0,900.0
2436,Rainfed Palay,Antique,2,2007,2581.0,6370.0
2437,Rainfed Palay,Capiz,2,2007,7286.0,16685.0
2438,Rainfed Palay,Guimaras,2,2007,2581.0,6370.0
2439,Rainfed Palay,Iloilo,2,2007,400.0,640.0
2440,Palay,Aklan,2,2007,1350.0,3969.0
2441,Palay,Antique,2,2007,5070.0,18455.0
2442,Palay,Capiz,2,2007,14144.0,41566.0
2443,Palay,Guimaras,2,2007,60.0,150.0
2444,Palay,Iloilo,2,2007,11856.0,32259.0
2445,White Corn,Aklan,2,2007,59.0,36.0
2446,White Corn,Antique,2,2007,288.0,386.0
2447,White Corn,Capiz,2,2007,80.0,64.0
2448,White Corn,Guimaras,2,2007,10.0,12.0
2449,White Corn,Iloilo,2,2007,1448.0,3258.0
2450,Yellow Corn,Aklan,2,2007,256.0,299.0
2451,Yellow Corn,Antique,2,2007,1538.0,5137.0
2452,Yellow Corn,Capiz,2,2007,3720.0,10580.0
2453,Yellow Corn,Guimaras,2,2007,62.0,93.0
2454,Yellow Corn,Iloilo,2,2007,3500.0,12250.0
2455,Corn,Aklan,2,2007,315.0,335.0
2456,Corn,Antique,2,2007,1826.0,5523.0
2457,Corn,Capiz,2,2007,3800.0,10644.0
2458,Corn,Guimaras,2,2007,72.0,105.0
2459,Corn,Iloilo,2,2007,4948.0,15508.0
2460,Irrigated Palay,Aklan,3,2007,5420.0,21865.0
2461,Irrigated Palay,Antique,3,2007,13160.0,51719.0
2462,Irrigated Palay,Capiz,3,2007,9538.0,35291.0
2463,Irrigated Palay,Guimaras,3,2007,1297.0,4086.0
2464,Irrigated Palay,Iloilo,3,2007,39043.0,165152.0
2465,Rainfed Palay,Aklan,3,2007,2452.0,6768.0
2466,Rainfed Palay,Antique,3,2007,9126.0,25918.0
2467,Rainfed Palay,Capiz,3,2007,29076.0,83104.0
2468,Rainfed Palay,Guimaras,3,2007,5630.0,13062.0
2469,Rainfed Palay,Iloilo,3,2007,43741.0,150032.0
2470,Palay,Aklan,3,2007,7872.0,28633.0
2471,Palay,Antique,3,2007,22286.0,77637.0
2472,Palay,Capiz,3,2007,38614.0,118395.0
2473,Palay,Guimaras,3,2007,6927.0,17148.0
2474,Palay,Iloilo,3,2007,82784.0,315184.0
2475,White Corn,Aklan,3,2007,37.0,28.0
2476,White Corn,Antique,3,2007,98.0,124.0
2477,White Corn,Capiz,3,2007,150.0,135.0
2478,White Corn,Guimaras,3,2007,446.0,428.0
2479,White Corn,Iloilo,3,2007,5850.0,14976.0
2480,Yellow Corn,Aklan,3,2007,280.0,379.0
2481,Yellow Corn,Antique,3,2007,340.0,1085.0
2482,Yellow Corn,Capiz,3,2007,15301.0,43472.0
2483,Yellow Corn,Guimaras,3,2007,200.0,272.0
2484,Yellow Corn,Iloilo,3,2007,18672.0,80663.0
2485,Corn,Aklan,3,2007,317.0,407.0
2486,Corn,Antique,3,2007,438.0,1209.0
2487,Corn,Capiz,3,2007,15451.0,43607.0
2488,Corn,Guimaras,3,2007,646.0,700.0
2489,Corn,Iloilo,3,2007,24522.0,95639.0
2490,Irrigated Palay,Aklan,4,2007,4825.0,20523.0
2491,Irrigated Palay,Antique,4,2007,13694.0,49709.0
2492,Irrigated Palay,Capiz,4,2007,8404.0,31129.0
2493,Irrigated Palay,Guimaras,4,2007,1430.0,4734.0
2494,Irrigated Palay,Iloilo,4,2007,38063.0,151911.0
2495,Rainfed Palay,Aklan,4,2007,10347.0,33239.0
2496,Rainfed Palay,Antique,4,2007,13786.0,39039.0
2497,Rainfed Palay,Capiz,4,2007,11743.0,30032.0
2498,Rainfed Palay,Guimaras,4,2007,7492.0,15544.0
2499,Rainfed Palay,Iloilo,4,2007,47581.0,133227.0
2500,Palay,Aklan,4,2007,15172.0,53762.0
2501,Palay,Antique,4,2007,27480.0,88748.0
2502,Palay,Capiz,4,2007,20147.0,61161.0
2503,Palay,Guimaras,4,2007,8922.0,20278.0
2504,Palay,Iloilo,4,2007,85644.0,285138.0
2505,White Corn,Aklan,4,2007,37.0,29.0
2506,White Corn,Antique,4,2007,17.0,16.0
2507,White Corn,Capiz,4,2007,2581.0,6370.0
2508,White Corn,Guimaras,4,2007,50.0,50.0
2509,White Corn,Iloilo,4,2007,700.0,1610.0
2510,Yellow Corn,Aklan,4,2007,280.0,477.0
2511,Yellow Corn,Antique,4,2007,105.0,294.0
2512,Yellow Corn,Capiz,4,2007,985.0,2387.0
2513,Yellow Corn,Guimaras,4,2007,265.0,411.0
2514,Yellow Corn,Iloilo,4,2007,200.0,800.0
2515,Corn,Aklan,4,2007,317.0,506.0
2516,Corn,Antique,4,2007,122.0,310.0
2517,Corn,Capiz,4,2007,985.0,2387.0
2518,Corn,Guimaras,4,2007,315.0,461.0
2519,Corn,Iloilo,4,2007,900.0,2410.0
2520,Irrigated Palay,Aklan,1,2008,6786.0,24497.0
2521,Irrigated Palay,Antique,1,2008,14390.0,50797.0
2522,Irrigated Palay,Capiz,1,2008,6691.0,23032.0
2523,Irrigated Palay,Guimaras,1,2008,975.0,3487.0
2524,Irrigated Palay,Iloilo,1,2008,48922.0,185904.0
2525,Rainfed Palay,Aklan,1,2008,6676.0,14086.0
2526,Rainfed Palay,Antique,1,2008,5800.0,13398.0
2527,Rainfed Palay,Capiz,1,2008,24039.0,54118.0
2528,Rainfed Palay,Guimaras,1,2008,3210.0,7062.0
2529,Rainfed Palay,Iloilo,1,2008,36151.0,110258.0
2530,Palay,Aklan,1,2008,13462.0,38583.0
2531,Palay,Antique,1,2008,20190.0,64195.0
2532,Palay,Capiz,1,2008,30730.0,77150.0
2533,Palay,Guimaras,1,2008,4185.0,10549.0
2534,Palay,Iloilo,1,2008,85073.0,296162.0
2535,White Corn,Aklan,1,2008,24.0,19.0
2536,White Corn,Antique,1,2008,114.0,156.0
2537,White Corn,Capiz,1,2008,150.0,110.0
2538,White Corn,Guimaras,1,2008,70.0,80.0
2539,White Corn,Iloilo,1,2008,3000.0,8100.0
2540,Yellow Corn,Aklan,1,2008,6.0,6.0
2541,Yellow Corn,Antique,1,2008,348.0,1375.0
2542,Yellow Corn,Capiz,1,2008,11405.0,23020.0
2543,Yellow Corn,Guimaras,1,2008,145.0,236.0
2544,Yellow Corn,Iloilo,1,2008,21000.0,94500.0
2545,Corn,Aklan,1,2008,30.0,25.0
2546,Corn,Antique,1,2008,462.0,1531.0
2547,Corn,Capiz,1,2008,11555.0,23130.0
2548,Corn,Guimaras,1,2008,215.0,316.0
2549,Corn,Iloilo,1,2008,24000.0,102600.0
2550,Irrigated Palay,Aklan,2,2008,1026.0,3502.0
2551,Irrigated Palay,Antique,2,2008,6355.0,22687.0
2552,Irrigated Palay,Capiz,2,2008,7438.0,27870.0
2553,Irrigated Palay,Guimaras,2,2008,247.0,865.0
2554,Irrigated Palay,Iloilo,2,2008,14100.0,49450.0
2555,Rainfed Palay,Aklan,2,2008,1525.0,3746.0
2556,Rainfed Palay,Antique,2,2008,540.0,1251.0
2557,Rainfed Palay,Capiz,2,2008,6596.0,16194.0
2558,Rainfed Palay,Guimaras,2,2008,80.0,213.0
2559,Rainfed Palay,Iloilo,2,2008,400.0,1096.0
2560,Palay,Aklan,2,2008,2551.0,7248.0
2561,Palay,Antique,2,2008,6895.0,23938.0
2562,Palay,Capiz,2,2008,14034.0,44064.0
2563,Palay,Guimaras,2,2008,327.0,1078.0
2564,Palay,Iloilo,2,2008,14500.0,50546.0
2565,White Corn,Aklan,2,2008,34.0,30.0
2566,White Corn,Antique,2,2008,345.0,442.0
2567,White Corn,Capiz,2,2008,85.0,73.0
2568,White Corn,Guimaras,2,2008,10.0,13.0
2569,White Corn,Iloilo,2,2008,2990.0,8247.0
2570,Yellow Corn,Aklan,2,2008,175.0,210.0
2571,Yellow Corn,Antique,2,2008,1801.0,5835.0
2572,Yellow Corn,Capiz,2,2008,3250.0,9442.0
2573,Yellow Corn,Guimaras,2,2008,17.0,25.0
2574,Yellow Corn,Iloilo,2,2008,3800.0,14900.0
2575,Corn,Aklan,2,2008,209.0,240.0
2576,Corn,Antique,2,2008,2146.0,6277.0
2577,Corn,Capiz,2,2008,3335.0,9515.0
2578,Corn,Guimaras,2,2008,27.0,38.0
2579,Corn,Iloilo,2,2008,6790.0,23147.0
2580,Irrigated Palay,Aklan,3,2008,7620.0,28969.0
2581,Irrigated Palay,Antique,3,2008,12672.0,46949.0
2582,Irrigated Palay,Capiz,3,2008,6720.0,25640.0
2583,Irrigated Palay,Guimaras,3,2008,1375.0,4665.0
2584,Irrigated Palay,Iloilo,3,2008,49000.0,168953.0
2585,Rainfed Palay,Aklan,3,2008,7568.0,21958.0
2586,Rainfed Palay,Antique,3,2008,12062.0,32809.0
2587,Rainfed Palay,Capiz,3,2008,28570.0,82550.0
2588,Rainfed Palay,Guimaras,3,2008,5964.0,14527.0
2589,Rainfed Palay,Iloilo,3,2008,57700.0,159425.0
2590,Palay,Aklan,3,2008,15188.0,50927.0
2591,Palay,Antique,3,2008,24734.0,79758.0
2592,Palay,Capiz,3,2008,35290.0,108190.0
2593,Palay,Guimaras,3,2008,7339.0,19192.0
2594,Palay,Iloilo,3,2008,106700.0,328378.0
2595,White Corn,Aklan,3,2008,22.0,15.0
2596,White Corn,Antique,3,2008,102.0,95.0
2597,White Corn,Capiz,3,2008,100.0,90.0
2598,White Corn,Guimaras,3,2008,410.0,307.0
2599,White Corn,Iloilo,3,2008,5500.0,10755.0
2600,Yellow Corn,Aklan,3,2008,52.0,48.0
2601,Yellow Corn,Antique,3,2008,321.0,870.0
2602,Yellow Corn,Capiz,3,2008,6840.0,20550.0
2603,Yellow Corn,Guimaras,3,2008,215.0,216.0
2604,Yellow Corn,Iloilo,3,2008,14000.0,49032.0
2605,Corn,Aklan,3,2008,74.0,63.0
2606,Corn,Antique,3,2008,423.0,965.0
2607,Corn,Capiz,3,2008,6940.0,20640.0
2608,Corn,Guimaras,3,2008,625.0,523.0
2609,Corn,Iloilo,3,2008,19500.0,59787.0
2610,Irrigated Palay,Aklan,4,2008,4222.0,17173.0
2611,Irrigated Palay,Antique,4,2008,12283.0,42991.0
2612,Irrigated Palay,Capiz,4,2008,11891.0,44400.0
2613,Irrigated Palay,Guimaras,4,2008,1315.0,4600.0
2614,Irrigated Palay,Iloilo,4,2008,39600.0,143300.0
2615,Rainfed Palay,Aklan,4,2008,5028.0,15387.0
2616,Rainfed Palay,Antique,4,2008,12397.0,33472.0
2617,Rainfed Palay,Capiz,4,2008,15838.0,44330.0
2618,Rainfed Palay,Guimaras,4,2008,7072.0,15560.0
2619,Rainfed Palay,Iloilo,4,2008,39750.0,123900.0
2620,Palay,Aklan,4,2008,9250.0,32560.0
2621,Palay,Antique,4,2008,24680.0,76463.0
2622,Palay,Capiz,4,2008,27729.0,88730.0
2623,Palay,Guimaras,4,2008,8387.0,20160.0
2624,Palay,Iloilo,4,2008,79350.0,267200.0
2625,White Corn,Aklan,4,2008,22.0,18.0
2626,White Corn,Antique,4,2008,12.0,11.0
2627,White Corn,Capiz,4,2008,10.0,8.0
2628,White Corn,Guimaras,4,2008,80.0,66.0
2629,White Corn,Iloilo,4,2008,3440.0,6800.0
2630,Yellow Corn,Aklan,4,2008,133.0,136.0
2631,Yellow Corn,Antique,4,2008,63.0,158.0
2632,Yellow Corn,Capiz,4,2008,2017.0,5400.0
2633,Yellow Corn,Guimaras,4,2008,150.0,165.0
2634,Yellow Corn,Iloilo,4,2008,2000.0,6200.0
2635,Corn,Aklan,4,2008,155.0,154.0
2636,Corn,Antique,4,2008,75.0,169.0
2637,Corn,Capiz,4,2008,2027.0,5408.0
2638,Corn,Guimaras,4,2008,230.0,231.0
2639,Corn,Iloilo,4,2008,5440.0,13000.0
2640,Irrigated Palay,Aklan,1,2009,6925.0,18985.0
2641,Irrigated Palay,Antique,1,2009,13716.0,45332.0
2642,Irrigated Palay,Capiz,1,2009,7170.0,25757.0
2643,Irrigated Palay,Guimaras,1,2009,1080.0,3709.0
2644,Irrigated Palay,Iloilo,1,2009,44198.0,156278.0
2645,Rainfed Palay,Aklan,1,2009,6850.0,14751.0
2646,Rainfed Palay,Antique,1,2009,4837.0,11029.0
2647,Rainfed Palay,Capiz,1,2009,25459.0,64300.0
2648,Rainfed Palay,Guimaras,1,2009,3780.0,6736.0
2649,Rainfed Palay,Iloilo,1,2009,38576.0,116302.0
2650,Palay,Aklan,1,2009,13775.0,33736.0
2651,Palay,Antique,1,2009,18553.0,56361.0
2652,Palay,Capiz,1,2009,32629.0,90057.0
2653,Palay,Guimaras,1,2009,4860.0,10445.0
2654,Palay,Iloilo,1,2009,82774.0,272580.0
2655,White Corn,Aklan,1,2009,23.0,20.0
2656,White Corn,Antique,1,2009,67.0,87.0
2657,White Corn,Capiz,1,2009,120.0,104.0
2658,White Corn,Guimaras,1,2009,60.0,59.0
2659,White Corn,Iloilo,1,2009,4244.0,10440.0
2660,Yellow Corn,Aklan,1,2009,49.0,47.0
2661,Yellow Corn,Antique,1,2009,786.0,2633.0
2662,Yellow Corn,Capiz,1,2009,8593.0,21276.0
2663,Yellow Corn,Guimaras,1,2009,105.0,140.0
2664,Yellow Corn,Iloilo,1,2009,12322.0,47357.0
2665,Corn,Aklan,1,2009,72.0,67.0
2666,Corn,Antique,1,2009,853.0,2720.0
2667,Corn,Capiz,1,2009,8713.0,21380.0
2668,Corn,Guimaras,1,2009,165.0,199.0
2669,Corn,Iloilo,1,2009,16566.0,57797.0
2670,Irrigated Palay,Aklan,2,2009,1159.0,4123.0
2671,Irrigated Palay,Antique,2,2009,6674.0,24471.0
2672,Irrigated Palay,Capiz,2,2009,6745.0,26220.0
2673,Irrigated Palay,Guimaras,2,2009,230.0,606.0
2674,Irrigated Palay,Iloilo,2,2009,14928.0,52952.0
2675,Rainfed Palay,Aklan,2,2009,3141.0,8061.0
2676,Rainfed Palay,Antique,2,2009,561.0,1555.0
2677,Rainfed Palay,Capiz,2,2009,9177.0,23288.0
2678,Rainfed Palay,Guimaras,2,2009,150.0,310.0
2679,Rainfed Palay,Iloilo,2,2009,3850.0,12209.0
2680,Palay,Aklan,2,2009,4300.0,12184.0
2681,Palay,Antique,2,2009,7235.0,26026.0
2682,Palay,Capiz,2,2009,15922.0,49508.0
2683,Palay,Guimaras,2,2009,380.0,916.0
2684,Palay,Iloilo,2,2009,18778.0,65161.0
2685,White Corn,Aklan,2,2009,17.0,15.0
2686,White Corn,Antique,2,2009,310.0,415.0
2687,White Corn,Capiz,2,2009,100.0,87.0
2688,White Corn,Guimaras,2,2009,13.0,17.0
2689,White Corn,Iloilo,2,2009,2000.0,4160.0
2690,Yellow Corn,Aklan,2,2009,156.0,430.0
2691,Yellow Corn,Antique,2,2009,1608.0,5514.0
2692,Yellow Corn,Capiz,2,2009,5890.0,16380.0
2693,Yellow Corn,Guimaras,2,2009,10.0,16.0
2694,Yellow Corn,Iloilo,2,2009,1500.0,4800.0
2695,Corn,Aklan,2,2009,173.0,445.0
2696,Corn,Antique,2,2009,1918.0,5929.0
2697,Corn,Capiz,2,2009,5990.0,16467.0
2698,Corn,Guimaras,2,2009,23.0,33.0
2699,Corn,Iloilo,2,2009,3500.0,8960.0
2700,Irrigated Palay,Aklan,3,2009,6825.0,27234.0
2701,Irrigated Palay,Antique,3,2009,13615.0,50757.0
2702,Irrigated Palay,Capiz,3,2009,7885.0,30563.0
2703,Irrigated Palay,Guimaras,3,2009,1567.0,5553.0
2704,Irrigated Palay,Iloilo,3,2009,52771.0,211560.0
2705,Rainfed Palay,Aklan,3,2009,7923.0,27453.0
2706,Rainfed Palay,Antique,3,2009,18117.0,47726.0
2707,Rainfed Palay,Capiz,3,2009,35859.0,105195.0
2708,Rainfed Palay,Guimaras,3,2009,5925.0,14688.0
2709,Rainfed Palay,Iloilo,3,2009,61200.0,193000.0
2710,Palay,Aklan,3,2009,14748.0,54687.0
2711,Palay,Antique,3,2009,31732.0,98483.0
2712,Palay,Capiz,3,2009,43744.0,135758.0
2713,Palay,Guimaras,3,2009,7492.0,20241.0
2714,Palay,Iloilo,3,2009,113971.0,404560.0
2715,White Corn,Aklan,3,2009,100.0,86.0
2716,White Corn,Antique,3,2009,286.0,285.0
2717,White Corn,Capiz,3,2009,100.0,72.0
2718,White Corn,Guimaras,3,2009,560.0,476.0
2719,White Corn,Iloilo,3,2009,2500.0,4575.0
2720,Yellow Corn,Aklan,3,2009,250.0,475.0
2721,Yellow Corn,Antique,3,2009,333.0,742.0
2722,Yellow Corn,Capiz,3,2009,5138.0,14645.0
2723,Yellow Corn,Guimaras,3,2009,264.0,314.0
2724,Yellow Corn,Iloilo,3,2009,12700.0,42850.0
2725,Corn,Aklan,3,2009,350.0,561.0
2726,Corn,Antique,3,2009,619.0,1027.0
2727,Corn,Capiz,3,2009,5238.0,14717.0
2728,Corn,Guimaras,3,2009,824.0,790.0
2729,Corn,Iloilo,3,2009,15200.0,47425.0
2730,Irrigated Palay,Aklan,4,2009,6079.0,22336.0
2731,Irrigated Palay,Antique,4,2009,12446.0,42727.0
2732,Irrigated Palay,Capiz,4,2009,11658.0,44956.0
2733,Irrigated Palay,Guimaras,4,2009,1155.0,3844.0
2734,Irrigated Palay,Iloilo,4,2009,35978.0,127115.0
2735,Rainfed Palay,Aklan,4,2009,5753.0,17414.0
2736,Rainfed Palay,Antique,4,2009,10667.0,27316.0
2737,Rainfed Palay,Capiz,4,2009,17367.0,53703.0
2738,Rainfed Palay,Guimaras,4,2009,7660.0,17278.0
2739,Rainfed Palay,Iloilo,4,2009,30409.0,74634.0
2740,Palay,Aklan,4,2009,11832.0,39750.0
2741,Palay,Antique,4,2009,23113.0,70043.0
2742,Palay,Capiz,4,2009,29025.0,98659.0
2743,Palay,Guimaras,4,2009,8815.0,21122.0
2744,Palay,Iloilo,4,2009,66387.0,201749.0
2745,White Corn,Aklan,4,2009,100.0,110.0
2746,White Corn,Antique,4,2009,34.0,23.0
2747,White Corn,Capiz,4,2009,178.0,216.0
2748,White Corn,Guimaras,4,2009,93.0,78.0
2749,White Corn,Iloilo,4,2009,1017.0,1818.0
2750,Yellow Corn,Aklan,4,2009,280.0,402.0
2751,Yellow Corn,Antique,4,2009,55.0,165.0
2752,Yellow Corn,Capiz,4,2009,1912.0,5150.0
2753,Yellow Corn,Guimaras,4,2009,148.0,163.0
2754,Yellow Corn,Iloilo,4,2009,2988.0,8546.0
2755,Corn,Aklan,4,2009,380.0,512.0
2756,Corn,Antique,4,2009,89.0,188.0
2757,Corn,Capiz,4,2009,2090.0,5366.0
2758,Corn,Guimaras,4,2009,241.0,241.0
2759,Corn,Iloilo,4,2009,4005.0,10364.0
2760,Irrigated Palay,Aklan,1,2010,7368.0,25378.0
2761,Irrigated Palay,Antique,1,2010,9463.0,29619.0
2762,Irrigated Palay,Capiz,1,2010,7035.0,26558.0
2763,Irrigated Palay,Guimaras,1,2010,954.0,3081.0
2764,Irrigated Palay,Iloilo,1,2010,35004.0,109913.0
2765,Rainfed Palay,Aklan,1,2010,7496.0,17680.0
2766,Rainfed Palay,Antique,1,2010,1738.0,3531.0
2767,Rainfed Palay,Capiz,1,2010,24347.0,61275.0
2768,Rainfed Palay,Guimaras,1,2010,3270.0,4263.0
2769,Rainfed Palay,Iloilo,1,2010,21952.0,58612.0
2770,Palay,Aklan,1,2010,14864.0,43058.0
2771,Palay,Antique,1,2010,11201.0,33150.0
